person,promedioCadaCuantosDiasVuelve,cadaCuantasHorasHaceEventos,cadaCuantosMinutosHaceEventos,cadaCuantosDiasEnMes5HaceEventos,cadaCuantasHorasEnUnDiaDelMes5HaceEventos,cadaCuantosMinutosHaceEventosEnUnDiaYHoraDelMes5,cadaCuantosSegundosHaceEventosEnUnDiaYHoraDelMes5,cadaCuantasHorasHaceEventosEnSuUltimaConexionDelMes5,cadaCuantosMinutosHaceEventosEnSuUltimaConexionDelMes5,cadaCuantosSegundosHaceEventosEnSuUltimaConexionDelMes5,cadaCuantosDiasHaceConversion,cadaCuantosDiasHaceCheckout
1a3bf2d4,0,1,10,1.0,1.0,3.0,40.0,1.0,2.6666666666666665,31.0,-1.0,0.0
1a3c6d9d,0,8,236,0.0,8.0,2.0,64.0,8.0,2.3333333333333335,63.666666666666664,-1.0,0.0
1a3ce8d3,4,51,764,0.0,3.0,1.0,14.0,3.0,1.0,13.75,-1.0,4.0
1a3fba2f,0,6,95,0.0,6.0,1.0,29.0,6.0,1.0,29.0,-1.0,0.0
1a408d93,7,123,2459,1.0,1.0,4.0,128.0,2.0,0.5,26.0,-1.0,-1.0
1a40f30a,19,308,12331,1.0,1.0,0.0,10.0,3.0,0.0,0.6666666666666666,-1.0,0.0
1a426f5d,0,0,2,0.0,1.0,2.0,38.0,1.0,2.5,38.0,-1.0,0.0
1a44d26a,0,0,4,0.0,1.0,2.0,92.0,1.0,2.5,92.5,-1.0,-1.0
1a4579f4,0,0,0,0.0,0.0,1.0,25.0,0.0,1.0,25.0,-1.0,0.0
1a487242,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,-1.0,0.0
1a4939c6,0,0,1,0.0,0.0,2.0,32.0,0.0,2.0,32.0,-1.0,0.0
1a4c1ad6,0,0,2,0.0,0.0,2.0,40.0,0.0,2.0,40.0,-1.0,0.0
1a4c9f43,3,59,948,0.0,0.0,1.0,10.0,0.0,1.0,10.0,-1.0,0.0
1a4f75ec,1,5,187,1.0,2.0,1.0,18.0,5.0,0.8,21.8,-1.0,0.0
1a5747aa,0,0,0,0.0,0.0,1.0,13.0,0.0,1.0,13.0,-1.0,0.0
1a59ae16,2,47,828,2.0,1.0,2.0,63.0,0.0,0.0,6.0,0.0,3.0
1a5ab927,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
1a5e5cb3,7,146,2924,2.0,1.0,2.0,34.0,2.0,1.0,12.5,-1.0,-1.0
1a626ba2,0,0,0,0.0,0.0,1.0,15.0,0.0,1.0,15.0,-1.0,0.0
1a62b54d,0,0,0,0.0,0.0,0.0,24.0,0.0,0.0,24.0,-1.0,0.0
1a62dd70,0,3,49,1.0,1.0,4.0,200.0,0.0,2.0,53.0,-1.0,0.0
1a6498ed,0,0,2,0.0,0.0,2.0,47.0,0.0,2.0,47.0,-1.0,0.0
1a67d3a5,0,0,2,0.0,0.0,2.0,108.0,0.0,2.0,108.0,-1.0,0.0
1a683f51,0,0,0,0.0,0.0,1.0,15.0,0.0,1.0,15.0,-1.0,0.0
1a684dec,4,57,913,2.0,2.0,1.0,21.0,0.0,0.0,0.0,0.0,18.0
1a68c85b,14,346,2768,5.0,0.0,1.0,9.0,0.0,1.0,7.0,-1.0,7.0
1a694e3c,20,512,5598,1.0,0.0,4.0,144.0,0.0,8.0,231.0,-1.0,0.0
1a69c28f,1,40,602,2.0,0.0,2.0,58.0,0.0,3.0,83.0,-1.0,-1.0
1a69fbfb,0,0,0,0.0,0.0,1.0,22.0,0.0,1.0,22.0,-1.0,0.0
1a6a250a,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-1.0,0.0
1a6bcf42,0,8,142,1.0,3.0,3.0,55.0,2.0,3.0,69.5,-1.0,2.0
1a6c063d,1,7,130,1.0,2.0,1.0,17.0,4.0,1.5,21.25,-1.0,0.0
1a6cce09,8,192,1926,8.0,0.0,1.0,12.0,0.0,1.0,6.0,-1.0,0.0
1a7083c9,2,44,755,2.0,1.0,1.0,12.0,6.0,0.5,11.0,-1.0,0.0
1a71716a,0,0,2,0.0,1.0,0.0,10.0,1.0,0.5,9.5,-1.0,0.0
1a74c811,0,0,0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,-1.0,0.0
1a769a56,4,73,1687,3.0,1.0,1.0,27.0,0.0,0.0,1.0,-1.0,10.0
1a7a1936,0,0,0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,-1.0,0.0
1a7e1231,0,0,0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,-1.0,0.0
1a806278,0,0,0,0.0,0.0,1.0,19.0,0.0,1.0,19.0,-1.0,0.0
1a80dd97,23,561,6023,5.0,0.0,1.0,15.0,0.0,1.0,17.0,-1.0,0.0
1a816413,7,189,2278,8.0,0.0,1.0,30.0,0.0,1.0,24.0,-1.0,-1.0
1a81ab1a,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
1a82afdf,0,0,3,0.0,1.0,2.0,37.0,1.0,2.0,37.0,-1.0,0.0
1a831113,0,0,0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,-1.0,0.0
1a84c22e,1,11,166,1.0,2.0,2.0,60.0,0.0,1.0,15.0,0.0,0.0
1a85a656,0,0,1,0.0,0.0,2.0,54.0,0.0,2.0,54.0,-1.0,0.0
1a85c973,0,19,180,2.0,6.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0
1a863ace,11,71,1549,12.0,2.0,1.0,32.0,5.0,1.25,32.0,-1.0,11.0
1a87dc9f,0,22,136,1.0,0.0,2.0,54.0,0.0,2.0,57.0,-1.0,0.0
1a898f43,0,0,0,0.0,0.0,1.0,22.0,0.0,1.0,22.0,-1.0,0.0
1a8add83,2,33,359,4.0,1.0,11.0,332.0,0.0,0.0,1.0,-1.0,0.0
1a8c9f91,2,33,850,3.0,1.0,1.0,32.0,1.0,0.5,13.0,-1.0,3.0
1a8eacf6,0,0,0,0.0,0.0,1.0,38.0,0.0,1.0,38.0,-1.0,0.0
1a8f3e6d,0,3,21,0.0,4.0,3.0,86.0,4.0,3.3333333333333335,86.16666666666667,-1.0,0.0
1a907572,0,0,1,0.0,0.0,1.0,36.0,0.0,1.0,36.0,-1.0,0.0
1a913457,1,10,269,2.0,6.0,0.0,10.0,2.0,0.25,7.25,-1.0,0.0
1a92ca14,3,47,1096,3.0,3.0,1.0,53.0,19.0,1.5,66.0,7.0,4.0
1a92f5b1,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1a94678a,52,1267,76058,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1a94c760,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
1a94eda7,0,0,3,0.0,0.0,4.0,143.0,0.0,4.0,143.0,-1.0,0.0
1a952150,0,7,225,1.0,6.0,0.0,11.0,11.0,0.3333333333333333,6.333333333333333,-1.0,0.0
1a979332,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1a9913c9,1,21,232,1.0,2.0,1.0,21.0,0.0,0.0,0.0,-1.0,0.0
1a9a4d22,0,8,75,1.0,4.0,2.0,36.0,0.0,0.0,0.0,-1.0,0.0
1a9d618e,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,-1.0,0.0
1a9f4fea,1,21,749,2.0,1.0,1.0,37.0,0.0,0.0,28.0,-1.0,0.0
1aa327dd,0,0,1,0.0,1.0,2.0,46.0,1.0,1.5,46.0,-1.0,0.0
1aa6b403,13,314,2357,3.0,0.0,1.0,15.0,0.0,1.0,12.0,-1.0,0.0
1aa6b5f9,0,2,16,0.0,3.0,3.0,52.0,3.0,3.0,52.333333333333336,-1.0,0.0
1aa6e568,4,96,1162,4.0,0.0,3.0,68.0,0.0,1.0,14.0,-1.0,0.0
1aa9a72d,0,0,0,0.0,0.0,1.0,46.0,0.0,1.0,46.0,-1.0,0.0
1aaca936,7,123,1760,0.0,0.0,1.0,39.0,0.0,1.0,39.0,-1.0,0.0
1aae7356,0,0,2,0.0,1.0,3.0,62.0,1.0,3.0,62.5,-1.0,0.0
1aaed8de,2,42,825,3.0,1.0,8.0,277.0,1.0,5.0,142.0,0.0,9.0
1ab05f3d,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,-1.0,0.0
1ab1b63a,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,-1.0,0.0
1ab253b3,0,0,1,0.0,0.0,2.0,41.0,0.0,2.0,41.0,-1.0,0.0
1ab2a6c1,0,0,0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,-1.0,0.0
1ab2ab7f,4,61,650,2.0,1.0,2.0,36.0,2.0,4.0,68.33333333333333,-1.0,0.0
1ab7e3f9,1,8,140,1.0,2.0,1.0,36.0,1.0,1.5,48.0,-1.0,0.0
1ab85eca,0,0,2,0.0,0.0,2.0,14.0,0.0,2.0,14.0,-1.0,0.0
1ab95a66,2,24,752,2.0,4.0,1.0,57.0,7.0,0.0,5.5,-1.0,-1.0
1abff5d5,2,22,467,1.0,5.0,2.0,72.0,0.0,12.0,250.0,2.0,6.0
1ac07299,8,154,1197,0.0,1.0,4.0,64.0,1.0,3.5,64.0,-1.0,25.0
1ac4e5f5,0,0,1,0.0,0.0,1.0,13.0,0.0,1.0,13.0,-1.0,0.0
1ac683c2,2,35,934,2.0,2.0,0.0,10.0,0.0,0.0,0.0,-1.0,0.0
1ac88591,9,218,3284,10.0,0.0,2.0,75.0,0.0,3.0,88.0,-1.0,0.0
1ac9e77c,0,0,0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,-1.0,0.0
1acd06aa,6,130,2322,14.0,0.0,1.0,10.0,0.0,1.0,11.0,-1.0,43.0
1ad61b78,5,133,4000,6.0,0.0,2.0,40.0,0.0,0.0,0.0,-1.0,0.0
1ad769bf,0,1,14,1.0,0.0,1.0,34.0,0.0,1.0,12.0,-1.0,0.0
1ad85599,10,189,4458,16.0,0.0,0.0,16.0,0.0,1.0,32.0,-1.0,0.0
1ad90875,0,10,124,1.0,1.0,1.0,55.0,1.0,1.0,63.5,0.0,0.0
1ad9e122,1,10,103,1.0,6.0,0.0,18.0,7.0,0.5,18.5,-1.0,0.0
1ada03ba,0,0,2,0.0,0.0,2.0,46.0,0.0,2.0,46.0,-1.0,0.0
1adba253,1,43,188,2.0,0.0,1.0,24.0,0.0,0.0,0.0,-1.0,0.0
1adbef81,0,1,27,0.0,2.0,0.0,12.0,2.0,0.5,11.5,-1.0,0.0
1adea052,0,0,1,0.0,0.0,1.0,46.0,0.0,1.0,46.0,-1.0,0.0
1adfcf57,6,165,829,7.0,0.0,1.0,36.0,0.0,0.0,17.0,-1.0,0.0
1adfe7b8,2,24,152,2.0,0.0,1.0,56.0,0.0,1.0,48.0,-1.0,0.0
1ae55bd9,0,0,0,0.0,0.0,1.0,29.0,0.0,1.0,29.0,-1.0,0.0
1ae745b6,0,0,1,0.0,0.0,1.0,39.0,0.0,1.0,39.0,-1.0,0.0
1aed0184,0,0,0,0.0,0.0,1.0,6.0,0.0,1.0,6.0,-1.0,0.0
1aedf1c0,0,0,0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,-1.0,0.0
1aee0de1,4,48,535,5.0,0.0,16.0,858.0,0.0,1.0,13.0,-1.0,0.0
1aeea369,2,58,581,2.0,0.0,2.0,28.0,0.0,2.0,18.0,-1.0,1.0
1af1a142,0,0,0,0.0,0.0,1.0,10.0,0.0,1.0,10.0,-1.0,0.0
1af2fba9,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,-1.0,0.0
1af40b78,68,1644,49344,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
1af45c24,3,79,1585,3.0,0.0,6.0,243.0,0.0,12.0,486.0,-1.0,-1.0
1af4db40,8,77,2322,8.0,2.0,0.0,19.0,2.0,0.5,24.5,-1.0,0.0
1af569ff,0,0,0,0.0,0.0,1.0,9.0,0.0,1.0,9.0,-1.0,0.0
1af68b74,0,2,19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1afbc2ef,0,0,1,0.0,1.0,1.0,30.0,1.0,1.0,30.0,-1.0,0.0
1afd68d1,8,113,1982,4.0,0.0,2.0,26.0,0.0,1.0,16.0,-1.0,29.0
1afddad6,0,0,1,0.0,0.0,1.0,21.0,0.0,1.0,21.0,-1.0,0.0
1aff704e,0,0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
1affa69c,0,18,296,1.0,3.0,2.0,40.0,0.0,0.0,1.0,-1.0,0.0
1b015f6a,0,5,168,0.0,6.0,0.0,8.0,6.0,0.5,8.0,-1.0,-1.0
1b01d953,0,11,102,1.0,0.0,3.0,104.0,0.0,2.0,61.0,-1.0,0.0
1b02d6b2,10,261,5226,0.0,0.0,2.0,18.0,0.0,2.0,18.0,-1.0,-1.0
1b0736aa,0,0,0,0.0,0.0,1.0,18.0,0.0,1.0,18.0,-1.0,0.0
1b0ec4ec,1,17,347,2.0,4.0,2.0,54.0,0.0,0.0,14.0,0.0,19.0
1b0fe6f6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
1b119382,0,0,0,0.0,0.0,1.0,15.0,0.0,1.0,15.0,-1.0,0.0
1b15260a,15,377,7542,15.0,0.0,2.0,52.0,0.0,3.0,93.0,-1.0,0.0
1b169dc8,14,259,6559,9.0,5.0,2.0,41.0,20.0,4.0,85.5,-1.0,0.0
1b17b334,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1b183181,0,0,0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,-1.0,0.0
1b19ab63,0,4,31,1.0,2.0,1.0,31.0,4.0,1.5,32.0,0.0,0.0
1b1ada21,0,0,0,0.0,0.0,1.0,17.0,0.0,1.0,17.0,-1.0,0.0
1b1bcc1d,0,0,3,0.0,1.0,2.0,78.0,1.0,2.0,77.5,-1.0,0.0
1b1c0d77,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0
1b1c8b65,0,0,3,0.0,0.0,4.0,59.0,0.0,4.0,59.0,-1.0,0.0
1b1d6b6a,0,0,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1b1e18f3,0,0,1,0.0,0.0,2.0,44.0,0.0,2.0,44.0,-1.0,0.0
1b20a3f7,0,0,0,0.0,0.0,1.0,20.0,0.0,1.0,20.0,-1.0,-1.0
1b23a985,6,105,2273,9.0,0.0,1.0,10.0,0.0,1.0,7.0,-1.0,30.0
1b2414b3,22,521,5009,0.0,0.0,3.0,101.0,0.0,3.0,101.0,-1.0,60.0
1b2536a7,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,0.0
1b2782ba,0,3,39,0.0,3.0,0.0,16.0,3.0,0.5,16.5,-1.0,0.0
1b28488b,0,0,10,0.0,0.0,10.0,210.0,0.0,10.0,210.0,-1.0,0.0
1b2a63f9,0,0,0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,-1.0,0.0
1b2b8210,0,5,151,0.0,5.0,0.0,5.0,5.0,0.5,5.0,-1.0,0.0
1b2d3e31,1,24,262,2.0,3.0,2.0,41.0,0.0,0.0,0.0,-1.0,0.0
1b2f9e9a,0,0,0,0.0,0.0,1.0,64.0,0.0,1.0,64.0,-1.0,0.0
1b2fc158,10,131,2623,11.0,0.0,0.0,16.0,0.0,0.0,2.0,-1.0,-1.0
1b30a66e,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
1b326b58,2,54,546,2.0,0.0,3.0,142.0,0.0,7.0,422.0,-1.0,0.0
1b328932,4,74,1615,4.0,1.0,1.0,42.0,0.0,0.0,1.0,-1.0,0.0
1b33076e,0,0,0,0.0,0.0,1.0,36.0,0.0,1.0,36.0,-1.0,0.0
1b330f83,0,0,0,0.0,0.0,1.0,4.0,0.0,1.0,4.0,-1.0,0.0
1b34ef74,0,0,4,0.0,0.0,4.0,63.0,0.0,4.0,63.0,-1.0,0.0
1b373281,2,23,430,8.0,6.0,2.0,71.0,13.0,3.5,224.5,-1.0,13.0
1b37f68f,6,154,2318,6.0,0.0,0.0,18.0,0.0,0.0,1.0,-1.0,0.0
1b384b8d,5,99,2788,3.0,0.0,1.0,9.0,0.0,0.0,0.0,-1.0,5.0
1b38d6e6,0,8,86,1.0,0.0,3.0,80.0,1.0,5.0,119.0,0.0,0.0
1b3988a7,0,22,148,1.0,0.0,3.0,94.0,0.0,4.0,173.0,1.0,0.0
1b39b55b,3,80,878,4.0,0.0,2.0,51.0,0.0,2.0,70.0,0.0,0.0
1b39c6db,0,1,55,0.0,2.0,1.0,31.0,2.0,1.4,30.6,-1.0,0.0
1b3c4385,0,0,5,0.0,0.0,5.0,111.0,0.0,5.0,111.0,0.0,0.0
1b3c4f5c,0,0,2,0.0,0.0,2.0,114.0,0.0,2.0,114.0,-1.0,0.0
1b3d1a0f,0,0,2,0.0,0.0,3.0,53.0,0.0,3.0,53.0,-1.0,0.0
1b3df612,0,0,0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,-1.0,0.0
1b3e2268,0,0,0,0.0,0.0,1.0,15.0,0.0,1.0,15.0,-1.0,0.0
1b3f7f10,1,37,1502,2.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.0
1b40a753,0,0,2,0.0,1.0,1.0,21.0,1.0,1.0,21.0,-1.0,0.0
1b420f2d,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,-1.0,-1.0
1b423928,0,22,1334,1.0,0.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0
1b431a4b,0,0,0,0.0,0.0,1.0,18.0,0.0,1.0,18.0,-1.0,0.0
1b493e2d,6,55,1001,7.0,3.0,2.0,35.0,7.0,0.75,13.25,-1.0,0.0
1b4cc711,0,1,24,0.0,1.0,2.0,30.0,1.0,1.5,30.0,-1.0,-1.0
1b5055b8,42,1037,10374,0.0,0.0,3.0,102.0,0.0,3.0,102.0,-1.0,0.0
1b51506e,0,0,2,0.0,0.0,2.0,50.0,0.0,2.0,50.0,0.0,0.0
1b51992b,2,47,1062,3.0,0.0,1.0,29.0,0.0,0.0,0.0,-1.0,0.0
1b534286,7,119,500,8.0,1.0,3.0,108.0,0.0,1.0,53.0,-1.0,-1.0
1b54d657,0,2,21,1.0,3.0,2.0,55.0,3.0,2.4285714285714284,56.42857142857143,-1.0,0.0
1b57970a,0,0,1,0.0,0.0,2.0,63.0,0.0,2.0,63.0,-1.0,-1.0
1b58fdc3,20,495,6861,13.0,0.0,1.0,12.0,0.0,1.0,11.0,-1.0,-1.0
1b59ca78,14,212,1927,2.0,1.0,1.0,30.0,1.0,1.6666666666666667,33.0,-1.0,-1.0
1b5ad62b,0,0,0,0.0,0.0,1.0,20.0,0.0,1.0,20.0,-1.0,0.0
1b5b18d4,58,1399,15266,4.0,0.0,2.0,30.0,0.0,2.0,31.0,-1.0,-1.0
1b5c5c85,0,0,3,0.0,0.0,4.0,72.0,0.0,4.0,72.0,-1.0,0.0
1b5ce198,0,0,0,0.0,0.0,1.0,6.0,0.0,1.0,6.0,-1.0,0.0
1b5e5be7,16,272,3785,0.0,0.0,8.0,275.0,0.0,8.0,275.0,-1.0,34.0
1b5f832e,0,0,1,0.0,0.0,2.0,31.0,0.0,2.0,31.0,-1.0,0.0
1b5fde41,0,21,319,1.0,0.0,2.0,24.0,0.0,2.0,33.0,-1.0,0.0
1b621d31,0,0,8,0.0,1.0,3.0,50.0,1.0,3.3333333333333335,49.666666666666664,-1.0,0.0
1b646fff,0,1,11,1.0,0.0,0.0,14.0,0.0,0.0,2.0,-1.0,0.0
1b649af9,0,10,61,1.0,0.0,3.0,66.0,0.0,2.0,52.0,-1.0,0.0
1b661358,0,0,8,0.0,1.0,3.0,107.0,1.0,3.0,107.33333333333333,-1.0,0.0
1b6a1af7,0,4,118,1.0,0.0,2.0,53.0,0.0,4.0,130.0,-1.0,-1.0
1b6b5e0f,10,81,1017,8.0,11.0,2.0,51.0,11.0,1.3333333333333333,42.666666666666664,-1.0,28.0
1b6cc3e9,0,0,5,0.0,0.0,6.0,356.0,0.0,6.0,356.0,-1.0,-1.0
1b6dcd58,0,12,148,2.0,1.0,1.0,7.0,0.0,0.0,1.0,-1.0,0.0
1b71927c,26,185,4450,1.0,0.0,1.0,33.0,1.0,1.0,27.5,108.0,108.0
1b743501,6,168,1841,7.0,0.0,1.0,27.0,0.0,0.0,0.0,-1.0,-1.0
1b767a9f,1,32,647,2.0,0.0,1.0,18.0,0.0,1.0,15.0,-1.0,0.0
1b774acf,0,0,0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,-1.0,0.0
1b7918eb,0,0,0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,-1.0,0.0
1b7a7d63,0,0,2,0.0,0.0,3.0,113.0,0.0,3.0,113.0,-1.0,0.0
1b7ca740,0,0,0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,-1.0,0.0
1b8217cf,0,0,0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,-1.0,-1.0
1b82f90b,33,408,5440,10.0,1.0,1.0,37.0,0.0,1.0,19.0,-1.0,18.0
1b835cc0,0,0,0,0.0,0.0,1.0,6.0,0.0,1.0,6.0,-1.0,0.0
1b865f8d,1,18,729,1.0,4.0,11.0,169.0,0.0,0.0,1.0,-1.0,0.0
1b8e391b,9,196,2254,1.0,0.0,1.0,22.0,0.0,0.0,1.0,-1.0,147.0
1b8f91cb,4,43,957,4.0,2.0,1.0,15.0,0.0,1.0,20.0,-1.0,-1.0
1b8fa5a1,1,23,103,2.0,0.0,2.0,40.0,1.0,1.0,16.0,-1.0,0.0
1b9369d4,29,705,8470,10.0,0.0,2.0,55.0,0.0,1.0,46.0,-1.0,0.0
1b9402e3,0,0,5,1.0,1.0,9.0,158.0,1.0,12.666666666666666,200.33333333333334,-1.0,0.0
1b956e04,0,0,0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,-1.0,0.0
1b999ac6,4,56,1065,4.0,1.0,1.0,25.0,0.0,0.0,16.0,-1.0,-1.0
1b9d55a0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,-1.0,-1.0
1b9e32ee,0,12,149,2.0,2.0,2.0,75.0,0.0,2.0,32.0,0.0,0.0
1b9f7cf6,2,43,578,2.0,0.0,3.0,72.0,0.0,0.0,1.0,-1.0,0.0
1ba25a37,0,0,1,0.0,0.0,2.0,37.0,0.0,2.0,37.0,-1.0,0.0
1baaee4c,0,0,0,0.0,1.0,0.0,16.0,1.0,0.5,16.5,-1.0,-1.0
1bab33ee,10,262,7879,2.0,0.0,0.0,5.0,0.0,0.0,1.0,-1.0,2.0
1bab78c7,2,22,799,2.0,3.0,3.0,76.0,0.0,0.0,0.0,-1.0,0.0
1baccb74,4,114,2302,5.0,0.0,6.0,220.0,0.0,0.0,8.0,-1.0,0.0
1bad52b9,0,0,1,0.0,0.0,2.0,40.0,0.0,2.0,40.0,-1.0,0.0
1badccbb,1,45,1370,2.0,0.0,0.0,10.0,0.0,0.0,0.0,-1.0,0.0
1bb00667,0,0,2,0.0,0.0,3.0,60.0,0.0,3.0,60.0,-1.0,0.0
1bb0ac90,0,0,2,0.0,0.0,3.0,74.0,0.0,3.0,74.0,0.0,0.0
1bb0e8cc,0,0,1,0.0,0.0,2.0,32.0,0.0,2.0,32.0,-1.0,0.0
1bb1014e,0,14,221,1.0,0.0,1.0,28.0,0.0,2.0,54.0,-1.0,0.0
1bb201d2,12,76,1025,12.0,1.0,3.0,59.0,2.0,1.6666666666666667,38.0,-1.0,0.0
1bb44b38,4,64,772,4.0,0.0,2.0,48.0,0.0,0.0,0.0,-1.0,0.0
1bb546e9,0,0,0,0.0,0.0,1.0,54.0,0.0,1.0,54.0,-1.0,-1.0
1bb885e3,1,36,163,2.0,0.0,2.0,91.0,0.0,2.0,102.0,-1.0,0.0
1bb996d8,6,72,1080,6.0,2.0,0.0,10.0,0.0,0.0,15.0,-1.0,0.0
1bbad04b,4,60,1157,4.0,1.0,5.0,171.0,0.0,2.0,75.0,0.0,1.0
1bbc2e6b,0,0,0,0.0,0.0,1.0,40.0,0.0,1.0,40.0,-1.0,0.0
1bbfc9f3,0,0,1,0.0,0.0,2.0,91.0,0.0,2.0,91.0,-1.0,0.0
1bc098f5,5,91,1031,6.0,0.0,1.0,37.0,0.0,1.0,42.0,-1.0,8.0
1bc4241a,11,271,5442,1.0,0.0,6.0,331.0,0.0,8.0,504.0,-1.0,-1.0
1bc7f14b,2,68,1027,3.0,0.0,2.0,71.0,0.0,1.0,29.0,-1.0,-1.0
1bc807ce,9,152,655,10.0,0.0,2.0,21.0,0.0,1.0,19.0,-1.0,0.0
1bc9a8d0,4,76,529,4.0,5.0,1.0,23.0,0.0,0.0,2.0,-1.0,0.0
1bce2503,0,0,2,0.0,0.0,3.0,105.0,0.0,3.0,105.0,-1.0,0.0
1bce63e3,0,0,1,0.0,0.0,2.0,46.0,0.0,2.0,46.0,-1.0,-1.0
1bd1b394,1,16,387,1.0,2.0,1.0,19.0,0.0,0.0,4.0,0.0,0.0
1bd2d65f,1,22,405,2.0,2.0,3.0,85.0,1.0,1.5,44.0,32.0,7.0
1bd30e4d,0,2,27,1.0,0.0,2.0,27.0,0.0,0.0,1.0,-1.0,0.0
1bd416e1,0,0,2,1.0,0.0,2.0,42.0,0.0,2.0,27.0,0.0,0.0
1bd4a98a,0,0,1,0.0,0.0,2.0,49.0,0.0,2.0,49.0,-1.0,0.0
1bd6991e,6,168,1675,0.0,0.0,1.0,29.0,0.0,1.0,29.0,-1.0,-1.0
1bd6eab5,1,15,167,1.0,3.0,2.0,54.0,1.0,1.5,35.5,-1.0,3.0
1be08351,0,0,5,0.0,1.0,2.0,60.0,1.0,1.5,60.0,-1.0,0.0
1be0be2b,0,0,1,0.0,0.0,1.0,34.0,0.0,1.0,34.0,-1.0,-1.0
1be11956,2,13,191,2.0,4.0,1.0,14.0,5.0,0.5,14.0,-1.0,0.0
1be6a8c9,0,32,546,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1be84cec,0,0,1,0.0,1.0,0.0,8.0,1.0,0.5,8.5,-1.0,0.0
1beb21db,1,17,227,1.0,2.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0
1bed2dde,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1beed9bc,0,0,2,0.0,0.0,3.0,70.0,0.0,3.0,70.0,-1.0,0.0
1bef1cb6,0,0,0,0.0,0.0,1.0,24.0,0.0,1.0,24.0,-1.0,-1.0
1bef54ed,12,254,4215,9.0,0.0,2.0,60.0,0.0,4.0,58.0,-1.0,0.0
1bf082ce,0,0,2,0.0,0.0,2.0,76.0,0.0,2.0,76.0,-1.0,-1.0
1bf1aeef,0,1,8,1.0,2.0,3.0,39.0,1.0,3.3333333333333335,47.333333333333336,-1.0,0.0
1bf285b9,0,0,1,0.0,0.0,2.0,42.0,0.0,2.0,42.0,-1.0,0.0
1bf35117,0,0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1bf355b9,0,0,0,0.0,0.0,1.0,24.0,0.0,1.0,24.0,-1.0,0.0
1bf477c4,0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1bf48ddd,0,0,1,0.0,0.0,1.0,23.0,0.0,1.0,23.0,-1.0,-1.0
